ID,Symbole,Direction,Entree,SL,TP,Score,Timeframe,Validation,Raison validation,Statut,Raison rejet,Prix resultat,PnL%,PnL,Capital avant,Capital apres,RR,Classe actif,Parametres,Ouvert,Ferme
4d1b5b61,XAUUSD,BUY,4205.74847,4186.47158578809,4244.30223842382,70,1h,,,loss,,,-0.472,,,,,,,2026-06-22 11:08,2026-06-22 15:38
b3800be2,ETHUSD,BUY,1747.76,1729.8104851966882,1783.6590296066238,58,1h,,,loss,,,-1.3492,,,,,,,2026-06-22 11:07,2026-06-22 22:45
bcbb56d8,AUDUSD,SELL,0.7001,0.701386393642355,0.69752721271529,77,1h,,,win,,,0.4228,,,,,,,2026-06-22 11:07,2026-06-23 03:15
6414b78b,EURUSD,SELL,1.14543,1.1470998114028683,1.1420903771942632,85,1h,,,win,,,0.2942,,,,,,,2026-06-22 11:06,2026-06-23 05:00
e17e4efe,USDJPY,SELL,161.28868,161.3687759134423,161.1284881731154,77,1h,,,loss,,,-0.0919,,,,,,,2026-06-20 16:06,2026-06-21 18:53
a5d6218f,ETHUSD,BUY,1737.3,1716.981057158806,1777.9378856823882,58,1h,,,loss,,,-1.3751,,,,,,,2026-06-20 16:06,2026-06-21 21:38
4394ee90,BTCUSD,BUY,63947.14,63352.103425391804,65137.2131492164,70,1h,,,loss,,,-0.997,,,,,,,2026-06-20 16:06,2026-06-21 23:38
f0287393,USDJPY,SELL,161.26343,161.52451388780653,160.7412622243869,67,1h,,,loss,,,-0.1788,,,,,,,2026-06-19 09:49,2026-06-22 02:08
867c9e21,ETHUSD,BUY,1747.29,1719.1372374797274,1801.413344104771,59,1h,,,loss,,,-1.6156,,,,,,,2026-06-18 09:46,2026-06-18 15:38
1bbb4da5,USDJPY,BUY,160.74708,160.53971070129026,161.16181859741954,87,1h,,,win,,,0.3922,,,,,,,2026-06-18 09:46,2026-06-18 16:23
